age,sex,province,n
26,Male,Prince Edward Island,1
26,Female,Alberta,1
26,Female,British Columbia,1
26,Female,New Brunswick,3
26,Female,Ontario,3
26,Female,Quebec,2
26,Male,Alberta,1
26,Male,British Columbia,1
26,Male,Newfoundland and Labrador,1
26,Male,Nova Scotia,1
26,Male,Ontario,2
26,Male,Quebec,1
26,Female,Alberta,1
26,Female,British Columbia,1
26,Female,New Brunswick,1
26,Female,Newfoundland and Labrador,3
26,Female,Ontario,1
26,Female,Quebec,3
26,Male,Alberta,1
26,Male,British Columbia,2
26,Male,Nova Scotia,2
26,Male,Ontario,3
26,Male,Quebec,3
26,Male,Saskatchewan,1
26,Female,Alberta,2
26,Female,British Columbia,3
26,Female,Manitoba,1
26,Female,New Brunswick,2
26,Female,Newfoundland and Labrador,2
26,Female,Nova Scotia,1
26,Female,Ontario,3
26,Female,Prince Edward Island,1
26,Female,Quebec,8
26,Male,Alberta,1
26,Male,British Columbia,3
26,Male,Ontario,3
26,Male,Prince Edward Island,1
26,Male,Quebec,4
26,Male,Saskatchewan,2
26,Female,Alberta,1
26,Female,British Columbia,2
26,Female,Manitoba,1
26,Female,Newfoundland and Labrador,1
26,Female,Ontario,4
26,Female,Quebec,1
26,Female,Saskatchewan,2
26,Male,Alberta,1
26,Male,British Columbia,1
26,Male,Manitoba,2
26,Male,Newfoundland and Labrador,1
26,Male,Ontario,3
26,Male,Prince Edward Island,1
26,Male,Quebec,3
26,Female,British Columbia,1
26,Female,New Brunswick,2
26,Female,Ontario,3
26,Female,Prince Edward Island,1
26,Female,Quebec,4
26,Male,Alberta,2
26,Male,British Columbia,4
26,Male,Manitoba,1
26,Male,Newfoundland and Labrador,1
26,Male,Ontario,5
26,Male,Quebec,3
26,Male,Saskatchewan,1
26,Female,Alberta,1
26,Female,British Columbia,1
26,Female,Manitoba,1
26,Female,Ontario,1
26,Female,Quebec,2
26,Female,Saskatchewan,1
26,Male,Alberta,1
26,Male,Ontario,2
26,Male,Prince Edward Island,1
26,Male,Quebec,1
26,Female,Alberta,1
26,Female,British Columbia,3
26,Female,Nova Scotia,2
26,Female,Ontario,2
26,Female,Quebec,2
26,Male,New Brunswick,1
26,Male,Nova Scotia,1
26,Male,Ontario,2
26,Male,Quebec,2
26,Female,Alberta,5
26,Female,British Columbia,4
26,Female,Manitoba,2
26,Female,Newfoundland and Labrador,1
26,Female,Nova Scotia,2
26,Female,Ontario,4
26,Female,Prince Edward Island,1
26,Female,Quebec,3
26,Female,Saskatchewan,3
26,Male,Alberta,1
26,Male,British Columbia,2
26,Male,Manitoba,1
26,Male,Nova Scotia,2
26,Male,Ontario,3
26,Male,Quebec,3
26,Female,Ontario,3
26,Female,Quebec,3
26,Male,Alberta,2
26,Male,Ontario,2
26,Male,Quebec,5
27,Female,Alberta,2
27,Female,Manitoba,2
27,Female,Nova Scotia,1
27,Female,Ontario,1
27,Female,Prince Edward Island,1
27,Female,Quebec,4
27,Male,Alberta,1
27,Male,British Columbia,2
27,Male,Newfoundland and Labrador,1
27,Male,Ontario,1
27,Male,Quebec,1
27,Female,British Columbia,1
27,Female,Manitoba,2
27,Female,New Brunswick,1
27,Female,Nova Scotia,2
27,Female,Ontario,3
27,Female,Quebec,1
27,Male,British Columbia,1
27,Male,Ontario,2
27,Male,Quebec,1
27,Male,Saskatchewan,1
27,Female,Alberta,1
27,Female,British Columbia,1
27,Female,Manitoba,1
27,Female,New Brunswick,1
27,Female,Newfoundland and Labrador,1
27,Female,Ontario,2
27,Female,Quebec,1
27,Female,Saskatchewan,1
27,Male,Alberta,2
27,Male,British Columbia,2
27,Male,New Brunswick,1
27,Male,Ontario,2
27,Male,Prince Edward Island,1
27,Male,Quebec,2
27,Female,Alberta,2
27,Female,British Columbia,2
27,Female,Manitoba,2
27,Female,New Brunswick,3
27,Female,Newfoundland and Labrador,3
27,Female,Nova Scotia,3
27,Female,Ontario,4
27,Female,Quebec,6
27,Female,Saskatchewan,1
27,Male,Alberta,5
27,Male,British Columbia,1
27,Male,Manitoba,1
27,Male,Newfoundland and Labrador,1
27,Male,Ontario,1
27,Male,Quebec,5
27,Female,Alberta,1
27,Female,British Columbia,1
27,Female,Manitoba,1
27,Female,New Brunswick,1
27,Female,Newfoundland and Labrador,1
27,Female,Nova Scotia,2
27,Female,Ontario,7
27,Female,Quebec,3
27,Female,Saskatchewan,2
27,Male,New Brunswick,1
27,Male,Nova Scotia,2
27,Male,Ontario,3
27,Male,Prince Edward Island,1
27,Male,Quebec,5
27,Male,Saskatchewan,1
27,Female,Alberta,1
27,Female,British Columbia,2
27,Female,New Brunswick,3
27,Female,Newfoundland and Labrador,1
27,Female,Nova Scotia,1
27,Female,Ontario,6
27,Male,British Columbia,1
27,Male,Ontario,1
27,Male,Quebec,3
27,Male,Saskatchewan,1
27,Female,New Brunswick,1
27,Female,Nova Scotia,1
27,Female,Ontario,1
27,Female,Quebec,1
27,Male,Alberta,3
27,Male,New Brunswick,2
27,Male,Ontario,1
27,Male,Quebec,1
27,Female,Alberta,1
27,Female,British Columbia,3
27,Female,New Brunswick,2
27,Female,Nova Scotia,1
27,Female,Ontario,2
27,Female,Quebec,2
27,Female,Saskatchewan,2
27,Male,Alberta,2
27,Male,British Columbia,1
27,Male,Ontario,5
27,Male,Quebec,2
27,Male,Saskatchewan,1
27,Female,Alberta,2
27,Female,British Columbia,2
27,Female,Manitoba,1
27,Female,New Brunswick,1
27,Female,Newfoundland and Labrador,1
27,Female,Nova Scotia,1
27,Female,Ontario,6
27,Female,Prince Edward Island,2
27,Female,Quebec,5
27,Female,Saskatchewan,3
27,Male,Alberta,3
27,Male,British Columbia,3
27,Male,Manitoba,1
27,Male,New Brunswick,1
27,Male,Newfoundland and Labrador,3
27,Male,Nova Scotia,2
27,Male,Ontario,2
27,Male,Prince Edward Island,1
27,Male,Quebec,3
27,Male,Saskatchewan,2
27,Female,Alberta,2
27,Female,British Columbia,3
27,Female,Manitoba,1
27,Female,Ontario,4
27,Female,Prince Edward Island,1
27,Female,Saskatchewan,1
27,Male,Alberta,1
27,Male,British Columbia,1
27,Male,Manitoba,1
27,Male,Newfoundland and Labrador,1
27,Male,Nova Scotia,1
27,Male,Ontario,4
28,Female,Nova Scotia,5
28,Female,Ontario,3
28,Female,Quebec,2
28,Female,Saskatchewan,1
28,Male,Alberta,1
28,Male,British Columbia,1
28,Male,Manitoba,2
28,Male,Newfoundland and Labrador,1
28,Male,Ontario,4
28,Male,Quebec,6
28,Male,Saskatchewan,1
28,Female,Alberta,1
28,Female,British Columbia,1
28,Female,Manitoba,1
28,Female,Newfoundland and Labrador,1
28,Female,Ontario,4
28,Female,Quebec,4
28,Male,Alberta,1
28,Male,Manitoba,1
28,Male,Newfoundland and Labrador,1
28,Male,Quebec,1
28,Female,Alberta,1
28,Female,British Columbia,2
28,Female,New Brunswick,1
28,Female,Newfoundland and Labrador,1
28,Female,Nova Scotia,2
28,Female,Ontario,2
28,Female,Quebec,1
28,Male,Alberta,1
28,Male,British Columbia,1
28,Male,Ontario,5
28,Male,Prince Edward Island,1
28,Male,Quebec,4
28,Female,Alberta,2
28,Female,British Columbia,5
28,Female,Newfoundland and Labrador,3
28,Female,Ontario,3
28,Female,Prince Edward Island,1
28,Female,Quebec,6
28,Female,Saskatchewan,2
28,Male,Alberta,3
28,Male,British Columbia,3
28,Male,New Brunswick,1
28,Male,Ontario,6
28,Male,Quebec,2
28,Female,Alberta,1
28,Female,Manitoba,1
28,Female,Ontario,2
28,Female,Quebec,1
28,Female,Saskatchewan,1
28,Male,Alberta,3
28,Male,British Columbia,4
28,Male,Manitoba,1
28,Male,New Brunswick,1
28,Male,Ontario,2
28,Male,Prince Edward Island,1
28,Male,Quebec,4
28,Male,Saskatchewan,1
28,Female,Alberta,1
28,Female,British Columbia,1
28,Female,Newfoundland and Labrador,1
28,Female,Ontario,3
28,Female,Quebec,2
28,Female,Saskatchewan,1
28,Male,Alberta,2
28,Male,Nova Scotia,1
28,Male,Ontario,4
28,Male,Quebec,1
28,Female,British Columbia,2
28,Female,Ontario,4
28,Female,Quebec,3
28,Female,Saskatchewan,2
28,Male,Alberta,2
28,Male,British Columbia,1
28,Male,New Brunswick,1
28,Male,Newfoundland and Labrador,1
28,Male,Nova Scotia,2
28,Male,Ontario,3
28,Male,Quebec,2
28,Male,Saskatchewan,3
28,Female,Alberta,1
28,Female,Manitoba,1
28,Female,Prince Edward Island,1
28,Female,Quebec,3
28,Male,New Brunswick,2
28,Male,Newfoundland and Labrador,1
28,Male,Nova Scotia,1
28,Male,Ontario,5
28,Male,Saskatchewan,1
28,Female,Alberta,1
28,Female,British Columbia,6
28,Female,Manitoba,2
28,Female,Nova Scotia,1
28,Female,Ontario,6
28,Female,Prince Edward Island,1
28,Female,Quebec,7
28,Female,Saskatchewan,1
28,Male,Alberta,1
28,Male,British Columbia,1
28,Male,New Brunswick,1
28,Male,Newfoundland and Labrador,1
28,Male,Nova Scotia,1
28,Male,Ontario,6
28,Male,Quebec,3
28,Male,Saskatchewan,3
28,Female,Alberta,1
28,Female,British Columbia,1
28,Female,Manitoba,2
28,Female,Ontario,1
28,Female,Quebec,3
28,Female,Saskatchewan,2
28,Male,Newfoundland and Labrador,1
28,Male,Nova Scotia,1
28,Male,Ontario,2
28,Male,Quebec,1
28,Male,Saskatchewan,1
29,Female,New Brunswick,2
29,Female,Newfoundland and Labrador,1
29,Female,Nova Scotia,1
29,Female,Ontario,1
29,Female,Quebec,1
29,Female,Saskatchewan,1
29,Male,Alberta,1
29,Male,Manitoba,1
29,Male,New Brunswick,3
29,Male,Newfoundland and Labrador,1
29,Male,Ontario,4
29,Male,Prince Edward Island,1
29,Male,Quebec,3
29,Female,New Brunswick,2
29,Female,Newfoundland and Labrador,1
29,Female,Ontario,2
29,Female,Quebec,3
29,Male,Alberta,1
29,Male,British Columbia,5
29,Male,Newfoundland and Labrador,2
29,Male,Nova Scotia,1
29,Male,Ontario,1
29,Male,Quebec,1
29,Male,Saskatchewan,1
29,Female,Alberta,2
29,Female,Manitoba,1
29,Female,New Brunswick,1
29,Female,Newfoundland and Labrador,2
29,Female,Nova Scotia,1
29,Female,Ontario,1
29,Female,Quebec,4
29,Female,Saskatchewan,3
29,Male,Alberta,2
29,Male,British Columbia,1
29,Male,New Brunswick,2
29,Male,Newfoundland and Labrador,1
29,Male,Nova Scotia,1
29,Male,Ontario,6
29,Male,Quebec,1
29,Male,Saskatchewan,3
29,Female,Alberta,1
29,Female,British Columbia,2
29,Female,New Brunswick,2
29,Female,Newfoundland and Labrador,1
29,Female,Ontario,9
29,Female,Quebec,3
29,Female,Saskatchewan,4
29,Male,Alberta,2
29,Male,British Columbia,1
29,Male,Manitoba,2
29,Male,New Brunswick,2
29,Male,Newfoundland and Labrador,1
29,Male,Nova Scotia,4
29,Male,Ontario,2
29,Male,Quebec,3
29,Male,Saskatchewan,2
29,Female,Alberta,4
29,Female,British Columbia,2
29,Female,Manitoba,3
29,Female,Newfoundland and Labrador,2
29,Female,Ontario,6
29,Female,Quebec,1
29,Female,Saskatchewan,1
29,Male,New Brunswick,2
29,Male,Nova Scotia,1
29,Male,Ontario,4
29,Male,Prince Edward Island,1
29,Female,Alberta,1
29,Female,British Columbia,1
29,Female,Manitoba,1
29,Female,Ontario,3
29,Female,Quebec,1
29,Male,British Columbia,1
29,Male,Newfoundland and Labrador,1
29,Male,Nova Scotia,1
29,Male,Ontario,2
29,Male,Prince Edward Island,1
29,Male,Quebec,1
29,Male,Saskatchewan,3
29,Female,Alberta,1
29,Female,British Columbia,1
29,Female,New Brunswick,1
29,Female,Newfoundland and Labrador,1
29,Female,Ontario,7
29,Female,Saskatchewan,2
29,Male,British Columbia,1
29,Male,Ontario,3
29,Male,Prince Edward Island,1
29,Male,Quebec,2
29,Female,Alberta,1
29,Female,British Columbia,1
29,Female,Manitoba,2
29,Female,New Brunswick,1
29,Female,Newfoundland and Labrador,1
29,Female,Ontario,3
29,Female,Prince Edward Island,1
29,Female,Saskatchewan,1
29,Male,British Columbia,2
29,Male,Manitoba,1
29,Male,Ontario,6
29,Male,Prince Edward Island,1
29,Male,Quebec,3
29,Female,Alberta,4
29,Female,British Columbia,5
29,Female,Manitoba,4
29,Female,New Brunswick,2
29,Female,Newfoundland and Labrador,1
29,Female,Nova Scotia,1
29,Female,Ontario,10
29,Female,Prince Edward Island,1
29,Female,Quebec,3
29,Female,Saskatchewan,1
29,Male,Alberta,1
29,Male,British Columbia,1
29,Male,Manitoba,1
29,Male,Newfoundland and Labrador,2
29,Male,Nova Scotia,1
29,Male,Ontario,5
29,Male,Prince Edward Island,1
29,Male,Quebec,1
29,Male,Saskatchewan,2
29,Female,Alberta,3
29,Female,British Columbia,1
29,Female,Manitoba,1
29,Female,New Brunswick,2
29,Female,Newfoundland and Labrador,1
29,Female,Nova Scotia,1
29,Female,Ontario,5
29,Female,Quebec,2
29,Female,Saskatchewan,1
29,Male,British Columbia,1
29,Male,Manitoba,1
29,Male,New Brunswick,1
29,Male,Ontario,8
29,Male,Quebec,2
29,Male,Saskatchewan,2
30,Female,Alberta,1
30,Female,British Columbia,1
30,Female,Manitoba,3
30,Female,New Brunswick,2
30,Female,Newfoundland and Labrador,2
30,Female,Nova Scotia,1
30,Female,Ontario,6
30,Female,Prince Edward Island,1
30,Female,Quebec,1
30,Female,Saskatchewan,1
30,Male,British Columbia,1
30,Male,Newfoundland and Labrador,1
30,Male,Nova Scotia,1
30,Male,Quebec,3
30,Male,Saskatchewan,2
30,Female,Alberta,1
30,Female,British Columbia,2
30,Female,Manitoba,2
30,Female,Nova Scotia,2
30,Female,Ontario,5
30,Female,Quebec,2
30,Male,British Columbia,7
30,Male,Manitoba,2
30,Male,Newfoundland and Labrador,1
30,Male,Ontario,9
30,Male,Quebec,2
30,Female,British Columbia,1
30,Female,Manitoba,1
30,Female,New Brunswick,1
30,Female,Newfoundland and Labrador,1
30,Female,Nova Scotia,3
30,Female,Ontario,10
30,Female,Quebec,3
30,Female,Saskatchewan,3
30,Male,Alberta,3
30,Male,British Columbia,3
30,Male,Ontario,4
30,Male,Prince Edward Island,1
30,Male,Quebec,4
30,Male,Saskatchewan,2
30,Female,Alberta,2
30,Female,British Columbia,3
30,Female,Manitoba,1
30,Female,Newfoundland and Labrador,3
30,Female,Nova Scotia,1
30,Female,Ontario,7
30,Female,Prince Edward Island,2
30,Female,Quebec,4
30,Female,Saskatchewan,1
30,Male,Alberta,3
30,Male,British Columbia,4
30,Male,Manitoba,2
30,Male,New Brunswick,1
30,Male,Newfoundland and Labrador,3
30,Male,Nova Scotia,2
30,Male,Ontario,9
30,Male,Prince Edward Island,2
30,Male,Quebec,5
30,Male,Saskatchewan,1
30,Female,Alberta,2
30,Female,British Columbia,2
30,Female,Ontario,2
30,Female,Prince Edward Island,1
30,Female,Quebec,2
30,Female,Saskatchewan,1
30,Male,Alberta,3
30,Male,British Columbia,1
30,Male,Manitoba,1
30,Male,Newfoundland and Labrador,1
30,Male,Nova Scotia,1
30,Male,Ontario,2
30,Male,Quebec,2
30,Male,Saskatchewan,1
30,Female,Alberta,3
30,Female,British Columbia,1
30,Female,Manitoba,1
30,Female,New Brunswick,1
30,Female,Newfoundland and Labrador,1
30,Female,Ontario,1
30,Female,Prince Edward Island,1
30,Female,Quebec,1
30,Female,Saskatchewan,2
30,Male,Alberta,1
30,Male,New Brunswick,2
30,Male,Ontario,2
30,Male,Quebec,2
30,Male,Saskatchewan,2
30,Female,Alberta,2
30,Female,British Columbia,1
30,Female,New Brunswick,1
30,Female,Newfoundland and Labrador,2
30,Female,Nova Scotia,1
30,Female,Ontario,2
30,Female,Prince Edward Island,1
30,Female,Quebec,2
30,Female,Saskatchewan,1
30,Male,Alberta,1
30,Male,British Columbia,2
30,Male,Manitoba,1
30,Male,New Brunswick,1
30,Male,Nova Scotia,2
30,Male,Ontario,1
30,Male,Quebec,3
30,Male,Saskatchewan,2
30,Female,Alberta,3
30,Female,British Columbia,1
30,Female,New Brunswick,1
30,Female,Newfoundland and Labrador,2
30,Female,Nova Scotia,2
30,Female,Ontario,8
30,Female,Quebec,2
30,Female,Saskatchewan,2
30,Male,Manitoba,1
30,Male,New Brunswick,1
30,Male,Nova Scotia,1
30,Male,Ontario,6
30,Male,Quebec,2
30,Male,Saskatchewan,3
30,Female,Alberta,3
30,Female,Manitoba,1
30,Female,Newfoundland and Labrador,3
30,Female,Nova Scotia,2
30,Female,Ontario,10
30,Female,Prince Edward Island,1
30,Female,Quebec,9
30,Female,Saskatchewan,2
30,Male,Alberta,6
30,Male,British Columbia,5
30,Male,Manitoba,1
30,Male,Nova Scotia,1
30,Male,Ontario,6
30,Male,Quebec,7
30,Male,Saskatchewan,2
30,Female,Manitoba,1
30,Female,Ontario,3
30,Female,Quebec,3
30,Female,Saskatchewan,2
30,Male,Alberta,1
30,Male,British Columbia,2
30,Male,Newfoundland and Labrador,1
30,Male,Nova Scotia,2
30,Male,Ontario,2
30,Male,Prince Edward Island,3
30,Male,Quebec,3
30,Male,Saskatchewan,1
31,Female,Alberta,1
31,Female,British Columbia,2
31,Female,Manitoba,1
31,Female,New Brunswick,1
31,Female,Newfoundland and Labrador,1
31,Female,Nova Scotia,1
31,Female,Ontario,7
31,Female,Prince Edward Island,2
31,Female,Quebec,6
31,Female,Saskatchewan,1
31,Male,Alberta,3
31,Male,British Columbia,2
31,Male,Manitoba,2
31,Male,New Brunswick,1
31,Male,Nova Scotia,1
31,Male,Ontario,2
31,Male,Prince Edward Island,1
31,Male,Quebec,3
31,Female,Alberta,1
31,Female,British Columbia,1
31,Female,New Brunswick,1
31,Female,Newfoundland and Labrador,1
31,Female,Ontario,3
31,Female,Quebec,2
31,Male,British Columbia,2
31,Male,Newfoundland and Labrador,1
31,Male,Nova Scotia,1
31,Male,Ontario,4
31,Male,Prince Edward Island,1
31,Male,Quebec,3
31,Female,Alberta,4
31,Female,Manitoba,3
31,Female,New Brunswick,1
31,Female,Ontario,1
31,Female,Quebec,3
31,Male,Alberta,2
31,Male,Manitoba,1
31,Male,Ontario,4
31,Male,Quebec,5
31,Male,Saskatchewan,1
31,Female,Alberta,3
31,Female,Manitoba,6
31,Female,New Brunswick,1
31,Female,Newfoundland and Labrador,2
31,Female,Nova Scotia,2
31,Female,Ontario,12
31,Female,Prince Edward Island,1
31,Female,Quebec,3
31,Female,Saskatchewan,1
31,Male,Alberta,4
31,Male,British Columbia,3
31,Male,Manitoba,3
31,Male,New Brunswick,1
31,Male,Nova Scotia,2
31,Male,Ontario,6
31,Male,Prince Edward Island,1
31,Male,Quebec,4
31,Male,Saskatchewan,2
31,Female,Alberta,1
31,Female,British Columbia,2
31,Female,Manitoba,1
31,Female,Nova Scotia,1
31,Female,Ontario,5
31,Female,Quebec,3
31,Female,Saskatchewan,1
31,Male,Alberta,3
31,Male,British Columbia,1
31,Male,New Brunswick,1
31,Male,Newfoundland and Labrador,1
31,Male,Ontario,3
31,Male,Quebec,1
31,Male,Saskatchewan,1
31,Female,Alberta,2
31,Female,British Columbia,3
31,Female,Manitoba,2
31,Female,Ontario,5
31,Female,Quebec,7
31,Female,Saskatchewan,1
31,Male,British Columbia,1
31,Male,Newfoundland and Labrador,1
31,Male,Ontario,1
31,Male,Quebec,2
31,Male,Saskatchewan,2
31,Female,British Columbia,1
31,Female,Manitoba,2
31,Female,Newfoundland and Labrador,2
31,Female,Ontario,2
31,Female,Quebec,3
31,Male,Alberta,2
31,Male,Manitoba,1
31,Male,Newfoundland and Labrador,1
31,Male,Ontario,4
31,Male,Quebec,3
31,Female,Alberta,1
31,Female,British Columbia,2
31,Female,Manitoba,2
31,Female,Newfoundland and Labrador,1
31,Female,Nova Scotia,1
31,Female,Ontario,1
31,Female,Quebec,3
31,Female,Saskatchewan,1
31,Male,Alberta,1
31,Male,British Columbia,1
31,Male,Nova Scotia,1
31,Male,Ontario,4
31,Male,Prince Edward Island,1
31,Male,Quebec,4
31,Female,Alberta,5
31,Female,British Columbia,1
31,Female,Manitoba,1
31,Female,New Brunswick,2
31,Female,Newfoundland and Labrador,3
31,Female,Nova Scotia,1
31,Female,Ontario,5
31,Female,Prince Edward Island,1
31,Female,Quebec,10
31,Female,Saskatchewan,2
31,Male,Alberta,5
31,Male,British Columbia,2
31,Male,Manitoba,4
31,Male,New Brunswick,2
31,Male,Newfoundland and Labrador,2
31,Male,Nova Scotia,1
31,Male,Ontario,5
31,Male,Quebec,5
31,Male,Saskatchewan,2
31,Female,Alberta,1
31,Female,New Brunswick,2
31,Female,Newfoundland and Labrador,1
31,Female,Ontario,3
31,Female,Prince Edward Island,1
31,Female,Quebec,3
31,Male,British Columbia,1
31,Male,Manitoba,1
31,Male,Ontario,5
31,Male,Prince Edward Island,1
31,Male,Quebec,2
32,Female,Alberta,1
32,Female,British Columbia,1
32,Female,Manitoba,2
32,Female,New Brunswick,2
32,Female,Nova Scotia,1
32,Female,Ontario,2
32,Female,Quebec,4
32,Female,Saskatchewan,1
32,Male,Manitoba,2
32,Male,Ontario,3
32,Male,Quebec,1
32,Female,British Columbia,5
32,Female,New Brunswick,1
32,Female,Nova Scotia,3
32,Female,Ontario,2
32,Female,Quebec,3
32,Male,Alberta,1
32,Male,British Columbia,5
32,Male,Manitoba,1
32,Male,Ontario,4
32,Male,Quebec,1
32,Male,Saskatchewan,2
32,Female,Alberta,1
32,Female,British Columbia,2
32,Female,Manitoba,1
32,Female,New Brunswick,1
32,Female,Nova Scotia,1
32,Female,Ontario,5
32,Female,Saskatchewan,1
32,Male,Alberta,1
32,Male,British Columbia,2
32,Male,Manitoba,2
32,Male,Nova Scotia,1
32,Male,Ontario,3
32,Male,Quebec,2
32,Female,Alberta,1
32,Female,British Columbia,3
32,Female,Manitoba,1
32,Female,New Brunswick,2
32,Female,Newfoundland and Labrador,2
32,Female,Nova Scotia,1
32,Female,Ontario,10
32,Female,Quebec,4
32,Female,Saskatchewan,1
32,Male,Alberta,1
32,Male,British Columbia,3
32,Male,Manitoba,2
32,Male,New Brunswick,2
32,Male,Newfoundland and Labrador,1
32,Male,Nova Scotia,2
32,Male,Ontario,6
32,Male,Quebec,6
32,Male,Saskatchewan,2
32,Female,British Columbia,1
32,Female,Manitoba,2
32,Female,Newfoundland and Labrador,2
32,Female,Ontario,4
32,Female,Prince Edward Island,1
32,Female,Saskatchewan,1
32,Male,Alberta,4
32,Male,British Columbia,4
32,Male,Newfoundland and Labrador,1
32,Male,Nova Scotia,2
32,Male,Ontario,6
32,Male,Quebec,3
32,Male,Saskatchewan,1
32,Female,Alberta,1
32,Female,British Columbia,4
32,Female,Manitoba,2
32,Female,New Brunswick,1
32,Female,Ontario,3
32,Female,Prince Edward Island,2
32,Female,Quebec,2
32,Male,British Columbia,1
32,Male,Manitoba,1
32,Male,Nova Scotia,1
32,Male,Ontario,4
32,Male,Prince Edward Island,1
32,Male,Quebec,2
32,Male,Saskatchewan,1
32,Female,Alberta,3
32,Female,British Columbia,3
32,Female,Manitoba,3
32,Female,New Brunswick,1
32,Female,Newfoundland and Labrador,2
32,Female,Ontario,1
32,Female,Prince Edward Island,1
32,Female,Quebec,5
32,Female,Saskatchewan,1
32,Male,Alberta,1
32,Male,British Columbia,2
32,Male,New Brunswick,1
32,Male,Newfoundland and Labrador,1
32,Male,Ontario,2
32,Female,Alberta,5
32,Female,British Columbia,1
32,Female,New Brunswick,1
32,Female,Ontario,6
32,Female,Prince Edward Island,1
32,Female,Saskatchewan,1
32,Male,Alberta,3
32,Male,British Columbia,1
32,Male,Nova Scotia,1
32,Male,Ontario,1
32,Male,Quebec,1
32,Male,Saskatchewan,2
32,Female,Alberta,7
32,Female,British Columbia,4
32,Female,Manitoba,3
32,Female,New Brunswick,4
32,Female,Nova Scotia,4
32,Female,Ontario,9
32,Female,Quebec,2
32,Female,Saskatchewan,3
32,Male,British Columbia,4
32,Male,Manitoba,2
32,Male,New Brunswick,1
32,Male,Newfoundland and Labrador,2
32,Male,Nova Scotia,2
32,Male,Ontario,4
32,Male,Quebec,3
32,Male,Saskatchewan,2
32,Female,Alberta,3
32,Female,British Columbia,1
32,Female,New Brunswick,6
32,Female,Newfoundland and Labrador,1
32,Female,Ontario,5
32,Female,Quebec,4
32,Male,British Columbia,1
32,Male,Manitoba,2
32,Male,New Brunswick,2
32,Male,Newfoundland and Labrador,1
